OrderID,OrderDateKey,ShipDateKey,ProductKey,CustomerKey,ShipMode,PaymentMethod,Quantity,UnitPrice,DiscountPct,DiscountAmount,SalesAmount,CostAmount,Profit,ShipDays
2534,20240619,20240620,9,168,Express,UPI,5,2999,0,0.0,14995.0,9258.68,5736.32,1
2535,20231130,20231207,16,198,Same Day,COD,5,799,5,39.95,3795.25,2727.19,1068.06,7
2536,20230623,20230624,12,110,Express,Net Banking,1,3499,10,349.9,3149.1,2012.78,1136.32,1
2537,20220816,20220817,18,183,Same Day,Net Banking,3,599,0,0.0,1797.0,1302.22,494.78,1
2538,20240612,20240617,3,130,Express,Debit Card,2,2999,5,149.95,5698.1,4282.6,1415.5,5
2539,20230331,20230407,1,51,Express,COD,3,45000,10,4500.0,121500.0,90475.28,31024.72,7
2540,20241222,20241227,2,137,Express,UPI,3,79999,10,7999.9,215997.3,143058.54,72938.76,5
2541,20221122,20221123,6,163,Express,COD,5,1299,0,0.0,6495.0,4667.62,1827.38,1
2542,20240518,20240525,7,72,First Class,Net Banking,1,2800,5,140.0,2660.0,1706.04,953.96,7
2543,20240816,20240819,5,185,Same Day,Debit Card,3,3499,0,0.0,10497.0,5930.53,4566.47,3
2544,20220517,20220518,14,36,Express,Net Banking,2,999,5,49.95,1898.1,1427.55,470.55,1
2545,20221123,20221129,14,101,Same Day,Credit Card,5,999,0,0.0,4995.0,2995.57,1999.43,6
2546,20230409,20230412,5,103,Express,Debit Card,1,3499,15,524.85,2974.15,2442.06,532.09,3
2547,20240627,20240629,9,195,Same Day,COD,3,2999,0,0.0,8997.0,6094.13,2902.87,2
2548,20220730,20220806,20,121,Standard,COD,2,4999,15,749.85,8498.3,6375.27,2123.03,7
2549,20240719,20240721,3,194,Standard,Net Banking,3,2999,0,0.0,8997.0,6656.86,2340.14,2
2550,20230608,20230609,15,110,First Class,UPI,5,2499,0,0.0,12495.0,9061.98,3433.02,1
2551,20230406,20230411,4,23,Express,Net Banking,5,55000,10,5500.0,247500.0,198829.68,48670.32,5
2552,20240604,20240608,2,164,Same Day,UPI,1,79999,20,15999.8,63999.2,56318.43,7680.77,4
2553,20241106,20241109,14,171,Standard,Net Banking,3,999,0,0.0,2997.0,1698.16,1298.84,3
2554,20230513,20230518,16,57,Standard,Net Banking,5,799,5,39.95,3795.25,2729.09,1066.16,5
2555,20240209,20240214,17,171,Standard,COD,4,399,0,0.0,1596.0,1069.85,526.15,5
2556,20220714,20220715,8,93,First Class,Net Banking,5,1199,15,179.85,5095.75,4147.71,948.04,1
2557,20220323,20220326,15,118,First Class,Net Banking,5,2499,20,499.8,9996.0,8178.64,1817.36,3
2558,20220222,20220224,19,47,Standard,UPI,1,8999,15,1349.85,7649.15,6651.97,997.18,2
2559,20240424,20240501,1,187,Same Day,UPI,4,45000,20,9000.0,144000.0,131074.01,12925.99,7
2560,20231223,20231225,9,115,Same Day,Debit Card,1,2999,0,0.0,2999.0,1924.28,1074.72,2
2561,20230305,20230310,18,166,Same Day,Debit Card,3,599,15,89.85,1527.45,1132.58,394.87,5
2562,20241020,20241027,3,86,Express,UPI,3,2999,10,299.9,8097.3,5916.85,2180.45,7
2563,20230919,20230920,3,164,Express,Net Banking,4,2999,0,0.0,11996.0,8089.62,3906.38,1
2564,20230219,20230222,16,90,Same Day,Debit Card,3,799,20,159.8,1917.6,1528.22,389.38,3
2565,20221212,20221215,1,29,Same Day,COD,2,45000,10,4500.0,81000.0,55089.5,25910.5,3
2566,20221231,20230104,20,179,First Class,UPI,1,4999,0,0.0,4999.0,2842.8,2156.2,4
2567,20221026,20221101,11,137,First Class,Credit Card,3,8999,5,449.95,25647.15,15566.64,10080.51,6
2568,20230825,20230830,19,22,Standard,Debit Card,3,8999,0,0.0,26997.0,17237.78,9759.22,5
2569,20221114,20221120,9,7,Express,Debit Card,4,2999,0,0.0,11996.0,8596.93,3399.07,6
2570,20230408,20230412,7,38,Standard,COD,1,2800,0,0.0,2800.0,1676.46,1123.54,4
2571,20240916,20240923,15,107,Express,Net Banking,5,2499,10,249.9,11245.5,9367.18,1878.32,7
2572,20230117,20230124,17,149,First Class,UPI,4,399,15,59.85,1356.6,1061.49,295.11,7
2573,20240116,20240123,9,111,Express,UPI,3,2999,0,0.0,8997.0,6567.91,2429.09,7
2574,20240102,20240103,5,83,Express,Credit Card,2,3499,20,699.8,5598.4,4602.27,996.13,1
2575,20241105,20241111,16,138,Express,UPI,3,799,0,0.0,2397.0,1705.35,691.65,6
2576,20230404,20230408,9,148,First Class,COD,1,2999,5,149.95,2849.05,2020.61,828.44,4
2577,20240612,20240613,6,6,Standard,UPI,5,1299,5,64.95,6170.25,4298.39,1871.86,1
2578,20240903,20240910,5,17,Same Day,COD,3,3499,0,0.0,10497.0,7777.72,2719.28,7
2579,20230601,20230607,1,183,Express,Net Banking,5,45000,5,2250.0,213750.0,143137.35,70612.65,6
2580,20230317,20230323,15,80,Same Day,Debit Card,5,2499,15,374.85,10620.75,8558.24,2062.51,6
2581,20241106,20241110,5,197,Standard,COD,5,3499,15,524.85,14870.75,11675.72,3195.03,4
2582,20220419,20220425,12,151,Standard,COD,1,3499,20,699.8,2799.2,2608.4,190.8,6
2583,20240427,20240503,6,188,Express,Debit Card,2,1299,0,0.0,2598.0,1937.99,660.01,6
2584,20220302,20220308,16,187,First Class,COD,1,799,0,0.0,799.0,453.69,345.31,6
2585,20240304,20240311,14,98,Express,Credit Card,4,999,0,0.0,3996.0,2874.93,1121.07,7
2586,20230930,20231003,6,182,Express,UPI,4,1299,0,0.0,5196.0,3377.07,1818.93,3
2587,20240402,20240404,8,90,Standard,COD,1,1199,0,0.0,1199.0,767.77,431.23,2
2588,20230612,20230613,20,16,Standard,Debit Card,5,4999,0,0.0,24995.0,17160.12,7834.88,1
2589,20220104,20220109,1,2,Same Day,Credit Card,3,45000,5,2250.0,128250.0,82519.12,45730.88,5
2590,20221220,20221222,20,128,Same Day,Credit Card,2,4999,10,499.9,8998.2,5935.56,3062.64,2
2591,20221113,20221118,12,147,Express,COD,2,3499,5,174.95,6648.1,4837.53,1810.57,5
2592,20221101,20221108,15,8,Standard,UPI,5,2499,0,0.0,12495.0,9209.55,3285.45,7
2593,20230820,20230821,12,175,Standard,Net Banking,2,3499,10,349.9,6298.2,4574.58,1723.62,1
2594,20230131,20230205,5,157,First Class,Net Banking,3,3499,5,174.95,9972.15,7722.87,2249.28,5
2595,20220827,20220902,18,17,Express,Net Banking,3,599,0,0.0,1797.0,1119.78,677.22,6
2596,20230121,20230128,13,11,First Class,COD,3,12999,0,0.0,38997.0,28597.36,10399.64,7
2597,20220722,20220729,17,24,First Class,COD,3,399,10,39.9,1077.3,793.13,284.17,7
2598,20230216,20230219,11,35,First Class,Net Banking,4,8999,20,1799.8,28796.8,21223.54,7573.26,3
2599,20240610,20240614,3,126,First Class,COD,1,2999,5,149.95,2849.05,1712.02,1137.03,4
2600,20240307,20240310,16,198,Standard,COD,3,799,20,159.8,1917.6,1646.28,271.32,3
2601,20220327,20220329,3,79,Express,UPI,5,2999,15,449.85,12745.75,10947.18,1798.57,2
2602,20220409,20220414,1,13,Standard,Net Banking,3,45000,5,2250.0,128250.0,79332.45,48917.55,5
2603,20241107,20241112,6,131,Express,Credit Card,3,1299,15,194.85,3312.45,2688.29,624.16,5
2604,20240725,20240727,8,183,First Class,Debit Card,3,1199,0,0.0,3597.0,2492.03,1104.97,2
2605,20220201,20220202,13,53,Express,UPI,1,12999,0,0.0,12999.0,7161.77,5837.23,1
2606,20221229,20230102,8,96,Express,COD,4,1199,0,0.0,4796.0,2787.37,2008.63,4
2607,20230613,20230617,19,182,Same Day,Net Banking,3,8999,0,0.0,26997.0,19925.26,7071.74,4
2608,20220121,20220125,14,97,First Class,UPI,3,999,20,199.8,2397.6,2188.45,209.15,4
2609,20220122,20220128,13,11,Express,Credit Card,4,12999,0,0.0,51996.0,35492.09,16503.91,6
2610,20220823,20220824,6,126,Express,UPI,1,1299,0,0.0,1299.0,853.95,445.05,1
2611,20240326,20240329,18,74,Standard,Credit Card,3,599,20,119.8,1437.6,1193.25,244.35,3
2612,20240319,20240326,7,23,Express,COD,5,2800,20,560.0,11200.0,9094.31,2105.69,7
2613,20220315,20220319,16,28,First Class,Debit Card,1,799,0,0.0,799.0,445.53,353.47,4
2614,20220621,20220628,3,62,Express,Net Banking,4,2999,10,299.9,10796.4,7487.67,3308.73,7
2615,20220326,20220401,17,197,Same Day,Credit Card,2,399,20,79.8,638.4,472.48,165.92,6
2616,20220130,20220201,11,65,Standard,Net Banking,2,8999,0,0.0,17998.0,11562.04,6435.96,2
2617,20240218,20240220,10,130,Express,UPI,1,1599,0,0.0,1599.0,938.28,660.72,2
2618,20240617,20240618,15,18,Express,Debit Card,2,2499,10,249.9,4498.2,3277.25,1220.95,1
2619,20231013,20231014,4,176,Standard,COD,1,55000,5,2750.0,52250.0,35948.52,16301.48,1
2620,20221214,20221220,11,95,Express,Credit Card,1,8999,0,0.0,8999.0,6572.0,2427.0,6
2621,20240220,20240221,19,15,Express,Credit Card,4,8999,20,1799.8,28796.8,23879.42,4917.38,1
2622,20220601,20220602,16,147,First Class,Net Banking,4,799,0,0.0,3196.0,2196.04,999.96,1
2623,20230502,20230508,16,157,First Class,Net Banking,3,799,0,0.0,2397.0,1788.22,608.78,6
2624,20221110,20221114,18,93,Express,Net Banking,2,599,0,0.0,1198.0,727.63,470.37,4
2625,20230611,20230613,12,190,Express,Credit Card,1,3499,5,174.95,3324.05,2488.1,835.95,2
2626,20240730,20240803,18,59,Same Day,Debit Card,4,599,0,0.0,2396.0,1720.39,675.61,4
2627,20240411,20240415,14,118,First Class,UPI,4,999,5,49.95,3796.2,2958.94,837.26,4
2628,20231123,20231126,13,35,Express,COD,5,12999,0,0.0,64995.0,38945.1,26049.9,3
2629,20230203,20230210,20,94,First Class,UPI,4,4999,10,499.9,17996.4,14446.86,3549.54,7
2630,20230921,20230923,13,37,First Class,UPI,4,12999,0,0.0,51996.0,34242.78,17753.22,2
2631,20240424,20240425,7,56,First Class,COD,3,2800,10,280.0,7560.0,6115.07,1444.93,1
2632,20240603,20240605,15,7,Express,UPI,2,2499,5,124.95,4748.1,3316.07,1432.03,2
2633,20221116,20221122,13,148,First Class,Debit Card,2,12999,0,0.0,25998.0,16437.44,9560.56,6
2634,20220925,20221002,16,81,Standard,Credit Card,5,799,20,159.8,3196.0,2686.5,509.5,7
2635,20220514,20220515,1,3,Same Day,UPI,1,45000,0,0.0,45000.0,32423.41,12576.59,1
2636,20230220,20230226,5,55,Same Day,COD,3,3499,20,699.8,8397.6,5911.96,2485.64,6
2637,20240703,20240707,11,181,Express,Debit Card,2,8999,0,0.0,17998.0,10990.44,7007.56,4
2638,20221201,20221205,4,137,First Class,UPI,5,55000,5,2750.0,261250.0,159955.42,101294.58,4
2639,20230526,20230527,5,114,First Class,Net Banking,1,3499,20,699.8,2799.2,1952.01,847.19,1
2640,20240216,20240220,6,197,Same Day,Net Banking,1,1299,10,129.9,1169.1,893.22,275.88,4
2641,20230108,20230112,1,126,Standard,UPI,5,45000,0,0.0,225000.0,163602.17,61397.83,4
2642,20220522,20220524,5,160,Express,Credit Card,3,3499,15,524.85,8922.45,6599.71,2322.74,2
2643,20230208,20230214,11,75,First Class,Credit Card,1,8999,0,0.0,8999.0,6034.39,2964.61,6
2644,20240505,20240507,12,65,Standard,Net Banking,2,3499,10,349.9,6298.2,4241.13,2057.07,2
2645,20231015,20231017,2,167,First Class,Net Banking,2,79999,15,11999.85,135998.3,97811.13,38187.17,2
2646,20231123,20231124,9,192,Standard,Debit Card,4,2999,15,449.85,10196.6,6790.32,3406.28,1
2647,20220122,20220128,19,5,First Class,Net Banking,3,8999,5,449.95,25647.15,15926.3,9720.85,6
2648,20240306,20240307,9,179,First Class,Net Banking,4,2999,0,0.0,11996.0,7477.81,4518.19,1
2649,20231202,20231204,12,185,Same Day,UPI,3,3499,10,349.9,9447.3,6178.33,3268.97,2
2650,20220620,20220624,3,171,Standard,Credit Card,3,2999,20,599.8,7197.6,5863.87,1333.73,4
2651,20220921,20220928,4,63,Express,COD,1,55000,0,0.0,55000.0,34357.27,20642.73,7
2652,20230501,20230508,3,20,Same Day,COD,1,2999,15,449.85,2549.15,1657.52,891.63,7
2653,20220525,20220527,19,161,Standard,COD,4,8999,15,1349.85,30596.6,26085.59,4511.01,2
2654,20220907,20220908,5,52,Standard,Credit Card,1,3499,0,0.0,3499.0,1988.62,1510.38,1
2655,20240605,20240612,8,54,Same Day,COD,1,1199,15,179.85,1019.15,678.49,340.66,7
2656,20230130,20230203,7,182,First Class,UPI,4,2800,10,280.0,10080.0,7742.05,2337.95,4
2657,20220506,20220510,6,130,Express,UPI,1,1299,0,0.0,1299.0,760.14,538.86,4
2658,20221022,20221027,19,49,Express,Debit Card,1,8999,15,1349.85,7649.15,6320.3,1328.85,5
2659,20231021,20231028,8,42,Same Day,COD,4,1199,15,179.85,4076.6,3439.73,636.87,7
2660,20240424,20240429,10,56,Express,COD,4,1599,0,0.0,6396.0,4572.46,1823.54,5
2661,20220115,20220121,9,73,First Class,UPI,2,2999,0,0.0,5998.0,3372.82,2625.18,6
2662,20220504,20220509,14,21,Standard,UPI,4,999,0,0.0,3996.0,2978.75,1017.25,5
2663,20240111,20240117,20,174,Same Day,Net Banking,1,4999,10,499.9,4499.1,3011.83,1487.27,6
2664,20240104,20240110,16,95,Same Day,COD,4,799,0,0.0,3196.0,2245.77,950.23,6
2665,20230125,20230127,19,44,First Class,Net Banking,1,8999,15,1349.85,7649.15,5584.59,2064.56,2
2666,20231027,20231103,13,119,First Class,Net Banking,4,12999,5,649.95,49396.2,30185.6,19210.6,7
2667,20220220,20220227,5,82,First Class,UPI,4,3499,20,699.8,11196.8,9467.43,1729.37,7
2668,20220129,20220202,6,39,Standard,Net Banking,5,1299,0,0.0,6495.0,3854.12,2640.88,4
2669,20240825,20240827,9,87,Express,UPI,2,2999,0,0.0,5998.0,3895.49,2102.51,2
2670,20230723,20230725,7,125,First Class,Debit Card,5,2800,15,420.0,11900.0,9097.58,2802.42,2
2671,20240925,20241001,2,91,First Class,COD,1,79999,0,0.0,79999.0,59246.46,20752.54,6
2672,20230816,20230818,8,133,First Class,Credit Card,4,1199,20,239.8,3836.8,2845.37,991.43,2
2673,20230923,20230929,6,87,Standard,COD,3,1299,15,194.85,3312.45,2625.39,687.06,6
2674,20220923,20220928,10,88,Express,UPI,3,1599,20,319.8,3837.6,3298.91,538.69,5
2675,20240827,20240828,1,115,Same Day,Debit Card,3,45000,5,2250.0,128250.0,80894.97,47355.03,1
2676,20231003,20231009,16,72,Same Day,Debit Card,5,799,0,0.0,3995.0,2658.45,1336.55,6
2677,20220918,20220921,19,59,Express,Net Banking,5,8999,10,899.9,40495.5,26880.17,13615.33,3
2678,20240820,20240821,11,131,Same Day,Credit Card,1,8999,5,449.95,8549.05,6299.65,2249.4,1
2679,20241219,20241223,15,155,Express,UPI,3,2499,0,0.0,7497.0,4797.31,2699.69,4
2680,20221021,20221024,2,122,Same Day,UPI,2,79999,0,0.0,159998.0,108256.88,51741.12,3
2681,20240915,20240920,5,70,Express,Debit Card,3,3499,5,174.95,9972.15,7841.86,2130.29,5
2682,20220904,20220907,2,189,Same Day,Debit Card,2,79999,10,7999.9,143998.2,113561.73,30436.47,3
2683,20240210,20240214,1,77,Standard,Credit Card,3,45000,0,0.0,135000.0,78139.61,56860.39,4
2684,20240513,20240514,12,120,Express,COD,2,3499,5,174.95,6648.1,4724.9,1923.2,1
2685,20240628,20240705,11,28,First Class,UPI,3,8999,5,449.95,25647.15,16338.31,9308.84,7
2686,20221130,20221205,5,83,Same Day,COD,1,3499,0,0.0,3499.0,1961.14,1537.86,5
2687,20240904,20240907,5,81,First Class,UPI,4,3499,10,349.9,12596.4,7769.08,4827.32,3
2688,20240321,20240323,11,157,Standard,COD,1,8999,15,1349.85,7649.15,5458.63,2190.52,2
2689,20220425,20220501,5,128,Standard,COD,1,3499,0,0.0,3499.0,2022.36,1476.64,6
2690,20221201,20221207,8,24,First Class,UPI,3,1199,0,0.0,3597.0,2221.62,1375.38,6
2691,20220523,20220527,13,140,First Class,Debit Card,1,12999,10,1299.9,11699.1,8231.88,3467.22,4
2692,20220703,20220710,7,115,Same Day,Debit Card,2,2800,0,0.0,5600.0,3934.3,1665.7,7
2693,20230506,20230507,18,7,Express,Net Banking,1,599,15,89.85,509.15,430.43,78.72,1
2694,20220328,20220329,8,195,Express,COD,2,1199,0,0.0,2398.0,1776.64,621.36,1
2695,20231017,20231020,13,194,Same Day,Net Banking,4,12999,0,0.0,51996.0,33903.96,18092.04,3
2696,20220218,20220224,14,141,Standard,Debit Card,1,999,0,0.0,999.0,589.43,409.57,6
2697,20230416,20230421,16,2,Same Day,COD,3,799,15,119.85,2037.45,1357.0,680.45,5
2698,20221203,20221207,7,39,Same Day,UPI,5,2800,0,0.0,14000.0,10262.56,3737.44,4
2699,20240206,20240211,13,41,Same Day,Debit Card,2,12999,20,2599.8,20798.4,17458.27,3340.13,5
2700,20231101,20231104,13,31,First Class,Debit Card,3,12999,5,649.95,37047.15,21673.11,15374.04,3
2701,20230114,20230115,2,100,Express,Debit Card,1,79999,15,11999.85,67999.15,58928.6,9070.55,1
2702,20230904,20230911,7,152,Express,COD,3,2800,0,0.0,8400.0,5399.15,3000.85,7
2703,20230601,20230603,17,7,Express,UPI,3,399,0,0.0,1197.0,710.16,486.84,2
2704,20230227,20230303,13,185,Express,Net Banking,3,12999,5,649.95,37047.15,29124.75,7922.4,4
2705,20240910,20240915,20,74,Standard,Credit Card,2,4999,0,0.0,9998.0,6731.39,3266.61,5
2706,20220413,20220420,1,71,Express,Credit Card,1,45000,0,0.0,45000.0,28755.55,16244.45,7
2707,20220420,20220423,7,166,Same Day,Credit Card,2,2800,5,140.0,5320.0,3910.87,1409.13,3
2708,20230728,20230801,1,77,Same Day,Net Banking,1,45000,0,0.0,45000.0,27468.45,17531.55,4
2709,20230224,20230225,1,122,Express,Net Banking,2,45000,0,0.0,90000.0,51526.56,38473.44,1
2710,20230714,20230717,1,180,Express,Debit Card,5,45000,5,2250.0,213750.0,126597.77,87152.23,3
2711,20220514,20220518,13,8,First Class,Net Banking,1,12999,5,649.95,12349.05,8273.83,4075.22,4
2712,20221225,20221226,19,12,Same Day,Net Banking,1,8999,20,1799.8,7199.2,6526.75,672.45,1
2713,20230220,20230227,9,7,First Class,Credit Card,3,2999,20,599.8,7197.6,5286.76,1910.84,7
2714,20220401,20220408,19,112,Express,Credit Card,5,8999,15,1349.85,38245.75,29143.51,9102.24,7
2715,20230810,20230813,3,154,Express,UPI,3,2999,5,149.95,8547.15,6425.14,2122.01,3
2716,20240131,20240206,18,139,Same Day,Net Banking,2,599,0,0.0,1198.0,835.05,362.95,6
2717,20221223,20221228,13,96,Express,Net Banking,4,12999,0,0.0,51996.0,36577.24,15418.76,5
2718,20240415,20240418,14,23,Same Day,UPI,5,999,0,0.0,4995.0,3631.14,1363.86,3
2719,20240813,20240817,18,175,Express,COD,2,599,0,0.0,1198.0,741.19,456.81,4
2720,20231201,20231206,6,147,First Class,Credit Card,2,1299,20,259.8,2078.4,1840.57,237.83,5
2721,20240508,20240509,17,140,Standard,UPI,1,399,10,39.9,359.1,227.73,131.37,1
2722,20221204,20221210,8,176,Same Day,COD,3,1199,5,59.95,3417.15,2062.46,1354.69,6
2723,20240319,20240324,13,57,Standard,Debit Card,5,12999,0,0.0,64995.0,45494.24,19500.76,5
2724,20240718,20240720,7,184,Standard,Net Banking,1,2800,20,560.0,2240.0,2082.8,157.2,2
2725,20221023,20221024,10,62,Standard,Debit Card,4,1599,0,0.0,6396.0,4573.44,1822.56,1
2726,20220218,20220219,1,76,Standard,Credit Card,1,45000,0,0.0,45000.0,26421.43,18578.57,1
2727,20230604,20230608,4,109,Same Day,UPI,3,55000,15,8250.0,140250.0,104049.03,36200.97,4
2728,20240305,20240308,7,78,First Class,COD,4,2800,10,280.0,10080.0,7480.91,2599.09,3
2729,20220327,20220402,16,9,Same Day,Net Banking,4,799,0,0.0,3196.0,1982.48,1213.52,6
2730,20240225,20240303,18,198,Same Day,Net Banking,1,599,5,29.95,569.05,411.94,157.11,7
2731,20220225,20220301,2,125,Standard,Credit Card,1,79999,5,3999.95,75999.05,48033.9,27965.15,4
2732,20230518,20230524,4,117,First Class,Credit Card,4,55000,15,8250.0,187000.0,135844.84,51155.16,6
2733,20231024,20231027,18,199,Standard,Credit Card,4,599,0,0.0,2396.0,1611.89,784.11,3
2734,20220920,20220925,1,130,First Class,UPI,4,45000,0,0.0,180000.0,117074.61,62925.39,5
2735,20240305,20240312,18,168,First Class,Debit Card,1,599,0,0.0,599.0,399.61,199.39,7
2736,20240714,20240717,6,11,Standard,Debit Card,3,1299,10,129.9,3507.3,2401.66,1105.64,3
2737,20220607,20220609,16,125,Express,Net Banking,2,799,0,0.0,1598.0,1002.68,595.32,2
2738,20220331,20220403,6,58,First Class,Debit Card,3,1299,20,259.8,3117.6,2675.71,441.89,3
2739,20240629,20240706,4,26,Standard,Net Banking,2,55000,0,0.0,110000.0,63403.98,46596.02,7
2740,20241013,20241016,14,6,Standard,Net Banking,5,999,15,149.85,4245.75,3115.17,1130.58,3
2741,20240828,20240829,9,112,Standard,Credit Card,5,2999,15,449.85,12745.75,9513.59,3232.16,1
2742,20230623,20230629,12,122,Express,Credit Card,4,3499,10,349.9,12596.4,10271.03,2325.37,6
2743,20220219,20220221,3,147,Same Day,COD,2,2999,15,449.85,5098.3,3534.64,1563.66,2
2744,20230623,20230627,3,169,Standard,Debit Card,2,2999,10,299.9,5398.2,3794.64,1603.56,4
2745,20230219,20230221,10,35,Standard,Credit Card,4,1599,0,0.0,6396.0,3993.48,2402.52,2
2746,20241210,20241216,9,150,Express,UPI,5,2999,0,0.0,14995.0,9156.98,5838.02,6
2747,20230515,20230522,16,55,First Class,Debit Card,2,799,15,119.85,1358.3,1030.63,327.67,7
2748,20220722,20220724,13,142,Express,Debit Card,5,12999,20,2599.8,51996.0,46196.76,5799.24,2
2749,20241110,20241112,3,123,Express,Net Banking,5,2999,0,0.0,14995.0,9945.16,5049.84,2
2750,20240111,20240113,9,105,Same Day,Net Banking,1,2999,20,599.8,2399.2,1908.49,490.71,2
2751,20220226,20220228,12,101,Express,Debit Card,4,3499,10,349.9,12596.4,10038.97,2557.43,2
2752,20240908,20240913,17,105,Same Day,Net Banking,2,399,0,0.0,798.0,534.5,263.5,5
2753,20220603,20220607,20,8,Express,Credit Card,4,4999,0,0.0,19996.0,13244.1,6751.9,4
2754,20240127,20240130,13,72,Same Day,UPI,4,12999,15,1949.85,44196.6,36987.99,7208.61,3
2755,20231101,20231104,16,131,Express,Net Banking,4,799,5,39.95,3036.2,2241.94,794.26,3
2756,20231122,20231123,16,88,Standard,UPI,5,799,10,79.9,3595.5,2689.73,905.77,1
2757,20230704,20230707,10,153,Same Day,Debit Card,5,1599,0,0.0,7995.0,4897.82,3097.18,3
2758,20230127,20230130,10,50,Same Day,UPI,3,1599,10,159.9,4317.3,3287.0,1030.3,3
2759,20240518,20240524,7,197,Same Day,Debit Card,5,2800,20,560.0,11200.0,8089.98,3110.02,6
2760,20240111,20240117,18,142,Express,Credit Card,3,599,0,0.0,1797.0,1275.16,521.84,6
2761,20230820,20230826,8,53,Same Day,Debit Card,5,1199,20,239.8,4796.0,4056.75,739.25,6
2762,20241014,20241017,8,101,First Class,COD,4,1199,15,179.85,4076.6,2897.49,1179.11,3
2763,20231201,20231203,9,156,First Class,COD,1,2999,0,0.0,2999.0,1724.08,1274.92,2
2764,20240316,20240317,3,49,Same Day,COD,3,2999,5,149.95,8547.15,5766.65,2780.5,1
2765,20240511,20240513,9,14,Standard,Net Banking,4,2999,15,449.85,10196.6,8953.09,1243.51,2
2766,20240614,20240618,11,31,Standard,Credit Card,2,8999,0,0.0,17998.0,10341.35,7656.65,4
2767,20220524,20220527,4,141,Standard,Net Banking,5,55000,0,0.0,275000.0,158258.22,116741.78,3
2768,20230224,20230225,19,16,Same Day,UPI,1,8999,0,0.0,8999.0,5557.07,3441.93,1
2769,20240530,20240601,8,57,Same Day,COD,5,1199,10,119.9,5395.5,3981.42,1414.08,2
2770,20231226,20240102,8,39,Express,Debit Card,1,1199,10,119.9,1079.1,799.52,279.58,7
2771,20240224,20240226,18,158,Same Day,Net Banking,1,599,0,0.0,599.0,340.37,258.63,2
2772,20220913,20220914,8,105,Express,Debit Card,2,1199,0,0.0,2398.0,1539.28,858.72,1
2773,20230328,20230331,4,1,First Class,Net Banking,2,55000,15,8250.0,93500.0,67286.87,26213.13,3
2774,20230314,20230316,4,21,Express,Net Banking,4,55000,15,8250.0,187000.0,140541.86,46458.14,2
2775,20240218,20240219,18,196,First Class,Net Banking,3,599,0,0.0,1797.0,1305.27,491.73,1
2776,20241209,20241212,11,6,First Class,COD,4,8999,10,899.9,32396.4,24229.9,8166.5,3
2777,20230225,20230228,5,181,First Class,Debit Card,1,3499,10,349.9,3149.1,2510.14,638.96,3
2778,20240407,20240409,7,81,Same Day,Debit Card,3,2800,5,140.0,7980.0,5080.56,2899.44,2
2779,20240217,20240222,16,7,Standard,Net Banking,5,799,0,0.0,3995.0,2712.99,1282.01,5
2780,20220214,20220218,19,89,First Class,Net Banking,3,8999,5,449.95,25647.15,14959.01,10688.14,4
2781,20240518,20240519,14,66,Same Day,Net Banking,3,999,0,0.0,2997.0,1809.66,1187.34,1
2782,20221120,20221122,8,150,Express,Credit Card,5,1199,10,119.9,5395.5,3933.84,1461.66,2
2783,20240221,20240224,2,195,Express,Credit Card,2,79999,0,0.0,159998.0,110625.96,49372.04,3
2784,20220413,20220416,3,135,Express,Net Banking,3,2999,5,149.95,8547.15,5216.51,3330.64,3
2785,20230725,20230801,6,59,Standard,Debit Card,4,1299,0,0.0,5196.0,3030.96,2165.04,7
2786,20220708,20220713,2,147,First Class,Debit Card,2,79999,0,0.0,159998.0,105532.71,54465.29,5
2787,20230429,20230430,7,155,Same Day,Debit Card,1,2800,0,0.0,2800.0,1972.79,827.21,1
2788,20241229,20241230,15,142,Express,Debit Card,3,2499,15,374.85,6372.45,4391.63,1980.82,1
2789,20220118,20220121,6,197,Standard,Net Banking,3,1299,10,129.9,3507.3,2777.24,730.06,3
2790,20221004,20221006,2,121,Same Day,COD,2,79999,20,15999.8,127998.4,92232.16,35766.24,2
2791,20230726,20230730,8,117,Express,Debit Card,2,1199,15,179.85,2038.3,1371.6,666.7,4
2792,20220328,20220329,13,35,First Class,Net Banking,1,12999,0,0.0,12999.0,8347.37,4651.63,1
2793,20240407,20240412,15,166,First Class,UPI,5,2499,0,0.0,12495.0,8837.43,3657.57,5
2794,20241208,20241212,6,129,Express,Credit Card,4,1299,0,0.0,5196.0,3694.19,1501.81,4
2795,20240123,20240130,10,30,Same Day,UPI,5,1599,5,79.95,7595.25,5008.98,2586.27,7
2796,20220218,20220221,16,51,Express,Net Banking,1,799,0,0.0,799.0,509.05,289.95,3
2797,20221014,20221020,10,102,Express,Net Banking,2,1599,0,0.0,3198.0,1769.38,1428.62,6
2798,20230602,20230606,13,120,First Class,Debit Card,4,12999,0,0.0,51996.0,37773.88,14222.12,4
2799,20240501,20240502,8,38,Same Day,Net Banking,1,1199,0,0.0,1199.0,749.14,449.86,1
2800,20240302,20240308,14,20,First Class,Credit Card,5,999,0,0.0,4995.0,3101.67,1893.33,6
2801,20240908,20240909,12,85,Express,Credit Card,2,3499,0,0.0,6998.0,5139.31,1858.69,1
2802,20220727,20220729,18,70,Same Day,Credit Card,1,599,0,0.0,599.0,390.49,208.51,2
2803,20240707,20240711,11,157,Same Day,UPI,4,8999,0,0.0,35996.0,24274.07,11721.93,4
